75716.78,76486.67,75289.92,76296.96
76296.97,76558.62,75617.6,75840.97
75840.97,76263.4,75474.77,75710.3
75710.31,76300,75600,76084.34
76084.34,76927.57,76063.98,76452.94
76452.94,76595.3,75430.62,75834.65
75834.66,76190.72,74821.57,75023.43
75023.43,76425.37,74967.58,76336.15
76336.14,77733.11,76132.95,77521.48
77521.47,78452.18,77364.25,78012.79
78012.78,78399,77941.59,78300
78300,79400,78114.04,79272.9
79272.91,79472.82,78632.37,78846.62
78846.62,78915.84,78155.83,78178.23
78178.22,78574.44,77453.43,77746.46
77746.47,78339.35,77675.8,78048.62
78048.61,78175.52,77174.01,77704.62
77704.61,78662.5,77379.92,78376.76
78376.77,78509.82,76960,77727.26
77727.25,78331,77637.5,78257.48
78257.48,78581.93,77555,77737.85
77737.84,78057.65,77457,77644.6
77644.59,78372.58,77402.01,78240.26
78240.27,78479.37,77577.22,78038.62
78038.63,78060.29,77363.63,77628.85
77628.84,77757.14,77264.08,77437.13
77437.13,77711.87,77309.92,77679.07
77679.08,77691.23,77450,77501.19
77501.19,77885.35,77491.36,77682.3
77682.29,77752.54,77299.89,77330.26
77330.25,77454.31,77140.23,77330.01
77330,77650,77311.05,77625
77625,77642.43,77326.51,77400.21
77400.21,78200,77383.46,78102.53
78102.53,78210,77926.59,78101.44
78101.43,78173.15,77770,78049
78049,78500,77850,78221.16
78221.17,78961,77843.75,78657.55
78657.55,79485.66,78400.03,79105.49
79105.5,79160,77465.05,77606.6
77606.59,77980,77553.23,77844.26
77844.25,78265.34,76564.33,76793.09
76793.1,76990.43,76459.64,76878.07
76878.23,77450,76763.71,77371.32
77371.32,77478,76672,76815.18
76815.18,77154,76424.9,76879.28
76879.28,77013.63,76130.1,76229
76228.99,76421.94,75666.6,76066.38
76066.37,76380.83,75881.28,76330.97
76330.97,76481.3,76197.02,76342.77
76342.78,77127.62,76187.75,76994.78
76994.77,77455.71,76880,77053.64
77053.65,77904.93,76972.32,77590.03
77590.04,77596.39,75705.32,75924.25
75924.24,76274.8,74937.52,75563.86
75563.87,76088.9,75497.43,75780
75780,76473.26,75494.7,75928.1
75928.09,76179.91,75323.65,76161.67
76161.67,76339.38,75876.29,76059.43
76059.42,76669.14,76042.75,76473.6
76473.6,76514.8,76111,76412.8
76412.8,76568.9,76206.02,76346.57
76346.58,77453.74,76320.42,77131.08
77131.08,77206.38,76653.6,77130.54
77130.54,77600,77048,77463.98
77463.98,78914.12,77408.73,78445.89
78445.88,78683.23,78131.02,78360
78360.01,78422.81,77752,78231.13
78231.13,78514.82,78166.48,78400
78399.99,78448.99,78040,78220
78220,78394,78094.43,78143.08
78143.09,78487.68,78108.41,78487.67
78487.67,78596.61,78310.54,78486
78486.23,79199.48,78418.32,78686.85
78686.84,78754.55,78108.75,78203.08
78203.07,78483.67,78084.08,78363.25
78363.24,78849.22,78354.53,78656.01
78656.01,78878.77,78586.99,78668.36
78668.36,78853.32,78558.65,78760.32
78760.32,79447,78484.42,78568.57
78568.58,80458,78288.88,80316.31
80316.3,80635.51,79500,79696.75
79696.75,79930,78202,78793.67
78793.67,80545.17,78500,80028.85
80028.85,80776.99,79619.33,80053.31
80053.31,80397.19,79744.91,79861.01
79861.01,81083.98,79808.72,80893.08
80893.08,81323.52,80725,80855.59
80855.59,81095.48,80527.76,81014.05
81014.05,81712.32,80932.54,81525.19
81525.19,81680,81050.04,81606.35
81606.35,81791.48,80790,80905.52
80905.53,81760.84,80731.14,81581.69
81581.7,81649.99,81060,81359.82
81359.82,82850,81328.68,82522.89
82522.88,82539.33,81136,81704.25
81704.25,81907.51,81200,81464.87
81464.86,81700,81000,81447.01
81447.01,81490.03,80830.23,80834.91
80834.92,81708.32,80725.09,81518.58
81518.57,81590,80572.4,80866.65
80866.65,81180,79699.52,79890.63
79890,80269.06,79500,80146.11
80146.77,80371.23,79582.95,80006
80006,80142.84,79181.48,79578.85
79578.84,79778.95,79248.58,79682.4
79682.4,80340.94,79666.05,80231.22
80231.22,80500,79549.54,80142.14
80142.13,80299.99,79738.75,80179.94
80180,80409.09,80089.76,80193.17
80193.18,80550.67,80129.85,80383.95
80383.96,80666.66,80135,80228.89
80228.88,80452.44,80166.26,80345.46
80345.47,80600,80234,80527.92
80527.92,81080,80487.4,80938.53
80938.53,80938.53,80621.88,80678.4
80678.41,80887.15,80572.77,80775
80774.99,80840,80658.97,80736.03
80736.03,80975.4,80691,80821.21
80821.21,81442.81,80784.2,81418.01
81418.01,81583.11,81148,81437.83
